pub-id,exp-id,paper,authors,institutes,city,country,climate-class,pub-year,data-avail,data-link,pub-type,pub-name,publisher,doi,exp-year-start,exp-year-end,exp-seasons,exp-month-start,exp-month-end,exp-type,function,exp-hours,timing-type,sample-size-calc,sample-size-calc-type,part-payment,part-no-tot,part-male-no,part-fem-no,part-intersex-no,fem-total-ratio,age-group,age-mean,age-std,age-male-mean,age-fem-mean,bmi-range,bmi-mean,bmi-std,bmi-male-mean,bmi-fem-mean,normalisation-length,session-length,tested-t-min,tested-t-max,tested-t-means-medians,physio-parameter,physio-sensor-type,physio-body-site,physio-body-site-sagittal,physio-body-site-coronal,skin-body-site-code,physio-sensor-brand,physio-sensor-model,physio-mst-calculated,physio-mst-points,physio-mst-formula,physio-formulas,env-tdb,env-rh,env-v,env-tg,env-tsurface,env-twb,env-co2,env-illuminance,env-acoustics,env-tout,env-rhout,env-voc,env-light-color,env-solar-rad,ques-thermal-comfort,ques-thermal-sensation,ques-thermal-prefer,ques-thermal-accept,ques-thermal-satisfaction,ques-thermal-pleasure,ques-thermal-pleasantness,ques-airmove-comfort,ques-airmove-sensation,ques-airmove-prefer,ques-airmove-accept,ques-humidity-sensation,ques-airmove-satisfaction,ques-shivering-rate,ques-overall-comfort,ques-overall-satisfaction,ques-humidity-comfort,ques-humidity-prefer,ques-humidity-satisfaction,ques-humidity-accept,ques-sweating-sensation,ques-visual-prefer,ques-light-comfort,ques-light-prefer,ques-light-sensation,ques-light-satisfaction,ques-iaq-comfort,ques-iaq-accept,ques-iaq-satisfaction,ques-iaq-sensation,ques-odour-intensity,ques-sick-building-syndrome,ques-acoustic-comfort,ques-acoustic-satisfaction,ques-acoustic-sensation,cognitive-test-done,cognitive-test-type,protocol-fixed-clo,protocol-observed-clo,protocol-avoid-stimulant,protocol-avoid-activity,protocol-avoid-heavy-food,protocol-rest-sleep,protocol-circadian,protocol-mens-timing,protocol-time-btw-sessions,protocol-instruction-practice,protocol-diary,protocol-maintain-usual-habits,protocol-blinded,protocol-random-order,protocol-food-drink-control,protocol-prep-body-site,protocol-not-walking,select-healthy,select-no-treatment,select-thermal-history,select-smoking,select-bmi-range,select-colour-weakness-eyesight,select-lang-skills,select-alcohol,select-dominant-hand,select-contraceptive-type,select-activity-level,select-chronotype,select-emotionally-stable,select-neurodivergent,select-thermal-sensitivity,select-pregnancy,select-diet-weight-change,select-hormone-therapy,select-menopause,part-meta-age,part-meta-sex,part-meta-height,part-meta-weight,part-meta-bmi,part-meta-ponderal-index,part-meta-body-fat,part-meta-ethnicity,part-meta-bsa,part-meta-thermal-history,part-meta-education-profession,part-meta-thermal-sensitivity-preference,part-meta-personality,part-meta-psych-eval,part-meta-smoking,part-meta-activity-level,part-meta-health-level,part-meta-morningness,part-meta-bmr,part-meta-alcohol-use,part-meta-mens-timing,part-meta-contraceptive-type,part-meta-muscle,part-meta-reg-coffee,part-meta-reg-sleep-time,part-meta-reg-work time
57,,Performances of machine learning algorithms for individual thermal comfort prediction based on data from professional and practical settings,"Yu, C., Li, B., Wu, Y., Chen, B., Kosonen, R., Kilpelainen, S., & Liu, H. ","Chongqing University, Zhejiang Sci-Tech University, Aalto University, Nanjing Tech University","Chongqing,",China,,2022,Available,https://www.sciencedirect.com/science/article/pii/S2352710222012840?via%3Dihub#appsec1,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2022.105278,,,,,NR,Lab,Office,NR,NR,Y,A priori,Y,32,NR,NR,0,0.00%,,43.8,14.71,NR,NR,NR,22.5,3.3,NR,NR,30,150,18,34,,Skin temperature,Infrared camera,Thigh,Right,Anterior,,Melexis,MLX90640,N,NA,NA,,0.6,0.6,0.6,0.6,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,Performances of machine learning algorithms for individual thermal comfort prediction based on data from professional and practical settings,"Yu, C., Li, B., Wu, Y., Chen, B., Kosonen, R., Kilpelainen, S., & Liu, H. ","Chongqing University, Zhejiang Sci-Tech University, Aalto University, Nanjing Tech University","Chongqing,",China,,2022,Available,https://www.sciencedirect.com/science/article/pii/S2352710222012840?via%3Dihub#appsec1,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2022.105278,,,,,NR,Lab,Office,NR,NR,Y,A priori,Y,32,NR,NR,0,0.00%,,43.8,14.71,NR,NR,NR,22.5,3.3,NR,NR,30,150,18,34,,Skin temperature,Infrared camera,Shin,Right,Anterior,,Melexis,MLX90640,N,NA,NA,,0.6,0.6,0.6,0.6,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,Performances of machine learning algorithms for individual thermal comfort prediction based on data from professional and practical settings,"Yu, C., Li, B., Wu, Y., Chen, B., Kosonen, R., Kilpelainen, S., & Liu, H. ","Chongqing University, Zhejiang Sci-Tech University, Aalto University, Nanjing Tech University","Chongqing,",China,,2022,Available,https://www.sciencedirect.com/science/article/pii/S2352710222012840?via%3Dihub#appsec1,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2022.105278,,,,,NR,Lab,Office,NR,NR,Y,A priori,Y,32,NR,NR,0,0.00%,,43.8,14.71,NR,NR,NR,22.5,3.3,NR,NR,30,150,18,34,,Skin temperature,Infrared camera,Forehead,Middle,Anterior,,Melexis,MLX90640,N,NA,NA,,0.6,0.6,0.6,0.6,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,Performances of machine learning algorithms for individual thermal comfort prediction based on data from professional and practical settings,"Yu, C., Li, B., Wu, Y., Chen, B., Kosonen, R., Kilpelainen, S., & Liu, H. ","Chongqing University, Zhejiang Sci-Tech University, Aalto University, Nanjing Tech University","Chongqing,",China,,2022,Available,https://www.sciencedirect.com/science/article/pii/S2352710222012840?via%3Dihub#appsec1,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2022.105278,,,,,NR,Lab,Office,NR,NR,Y,A priori,Y,32,NR,NR,0,0.00%,,43.8,14.71,NR,NR,NR,22.5,3.3,NR,NR,30,150,18,34,,Skin temperature,Infrared camera,Hand,Right,Posterior,,Melexis,MLX90640,N,NA,NA,,0.6,0.6,0.6,0.6,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,Performances of machine learning algorithms for individual thermal comfort prediction based on data from professional and practical settings,"Yu, C., Li, B., Wu, Y., Chen, B., Kosonen, R., Kilpelainen, S., & Liu, H. ","Chongqing University, Zhejiang Sci-Tech University, Aalto University, Nanjing Tech University","Chongqing,",China,,2022,Available,https://www.sciencedirect.com/science/article/pii/S2352710222012840?via%3Dihub#appsec1,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2022.105278,,,,,NR,Lab,Office,NR,NR,Y,A priori,Y,32,NR,NR,0,0.00%,,43.8,14.71,NR,NR,NR,22.5,3.3,NR,NR,30,150,18,34,,Skin temperature,Infrared camera,Forehead,Middle,Anterior,,Melexis,MLX90640,N,NA,NA,,0.6,0.6,0.6,0.6,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,,Performances of machine learning algorithms for individual thermal comfort prediction based on data from professional and practical settings,"Yu, C., Li, B., Wu, Y., Chen, B., Kosonen, R., Kilpelainen, S., & Liu, H. ","Chongqing University, Zhejiang Sci-Tech University, Aalto University, Nanjing Tech University","Chongqing,",China,,2022,Available,https://www.sciencedirect.com/science/article/pii/S2352710222012840?via%3Dihub#appsec1,J,Journal of Building Engineering,Elsevier,https://doi.org/10.1016/j.jobe.2022.105278,,,,,NR,Lab,Office,NR,NR,Y,A priori,Y,32,NR,NR,0,0.00%,,43.8,14.71,NR,NR,NR,22.5,3.3,NR,NR,30,150,18,34,,Blood pressure,Digital sphygmomanometer,Upper arm,NR,NA,NA,OMRON,U30,NA,NA,NA,,0.6,0.6,0.6,0.6,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,Personal comfort models based on a 6-month experiment using environmental parameters and data from wearables,"Tartarini, F.; Schiavon, S.; Quintana, M.; Miller, C.","Berkeley Education Alliance for Research in Singapore, University of California, Berkeley, National University of Singapore",Singapore,Singapore,,2022,Available,"https://github.com/Feder icoTa rtari ni/
dorn-longi
tudin al-tc-
study",J,Indoor Air,Wiley,https://doi.org/10.1111/ina.13160,,,,,"4, 5, 6, 7, 8, 9, 10, 11, 12",Field,Free-living,00:00-00:00,24h,NR,NA,NR,20,10,10,0,50.00%,,31.9,5.53,33.8,30,NR,22.7,3.47,24.98,20.43,NR,1440,20,38,,Skin temperature,Thermochron,Wrist,NR,Anterior,,iButton,DS1925,N,NA,NA,,NR,NR,,,,,,,,,,,,,,,3pt_(cooler)(warmer),,,,,,2pt_(Y)(N),,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,Personal comfort models based on a 6-month experiment using environmental parameters and data from wearables,"Tartarini, F.; Schiavon, S.; Quintana, M.; Miller, C.","Berkeley Education Alliance for Research in Singapore, University of California, Berkeley, National University of Singapore",Singapore,Singapore,,2022,Available,"https://github.com/Feder icoTa rtari ni/
dorn-longi
tudin al-tc-
study",J,Indoor Air,Wiley,https://doi.org/10.1111/ina.13160,,,,,"4, 5, 6, 7, 8, 9, 10, 11, 12",Field,Free-living,00:00-00:00,24h,NR,NA,NR,20,10,10,0,50.00%,,31.9,5.53,33.8,30,NR,22.7,3.47,24.98,20.43,NR,1440,20,38,,Near body temperature,Thermochron,Wrist,NR,Posterior,,iButton,DS1925,NA,NA,NA,,NR,NR,,,,,,,,,,,,,,,3pt_(cooler)(warmer),,,,,,2pt_(Y)(N),,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,Personal comfort models based on a 6-month experiment using environmental parameters and data from wearables,"Tartarini, F.; Schiavon, S.; Quintana, M.; Miller, C.","Berkeley Education Alliance for Research in Singapore, University of California, Berkeley, National University of Singapore",Singapore,Singapore,,2022,Available,"https://github.com/Feder icoTa rtari ni/
dorn-longi
tudin al-tc-
study",J,Indoor Air,Wiley,https://doi.org/10.1111/ina.13160,,,,,"4, 5, 6, 7, 8, 9, 10, 11, 12",Field,Free-living,00:00-00:00,24h,NR,NA,NR,20,10,10,0,50.00%,,31.9,5.53,33.8,30,NR,22.7,3.47,24.98,20.43,NR,1440,20,38,,Heart rate,NR,Wrist,NR,NA,NA,fitbit,Versa 1,NA,NA,NA,,NR,NR,,,,,,,,,,,,,,,3pt_(cooler)(warmer),,,,,,2pt_(Y)(N),,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,,Personal comfort models based on a 6-month experiment using environmental parameters and data from wearables,"Tartarini, F.; Schiavon, S.; Quintana, M.; Miller, C.","Berkeley Education Alliance for Research in Singapore, University of California, Berkeley, National University of Singapore",Singapore,Singapore,,2022,Available,"https://github.com/Feder icoTa rtari ni/
dorn-longi
tudin al-tc-
study",J,Indoor Air,Wiley,https://doi.org/10.1111/ina.13160,,,,,"4, 5, 6, 7, 8, 9, 10, 11, 12",Field,Free-living,00:00-00:00,24h,NR,NA,NR,20,10,10,0,50.00%,,31.9,5.53,33.8,30,NR,22.7,3.47,24.98,20.43,NR,1440,20,38,,Movement,Step count,Wrist,NR,NR,,fitbit,Versa 1,NA,NA,NA,,NR,NR,,,,,,,,,,,,,,,3pt_(cooler)(warmer),,,,,,2pt_(Y)(N),,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,Physiological comfort evaluation under different airflow directions in a heating environment,"Tamura, K.; Matsumoto, S.; Tseng, Y. H.; Kobayashi, T.; Miwa, J.; Miyazawa, K.; Matsumoto, S.; Hiramatsu, S.; Otake, H.; Okamoto, T.",Kyushu University,Aichi,Japan,,2022,Upon request,,J,Journal of Physiological Anthropology,Springer Nature,https://doi.org/10.1186/s40101-022-00289-x,,,,,"1, 2, 5",Lab,Seating,NR,NR,Y,Precedence,NR,20,12,8,0,40.00%,,21,2.1,NR,NR,NR,20.61,2.88,NR,NR,20,40,18,30,,Skin temperature,Infrared camera,Forehead,Middle,Anterior,,NIPPON,InfRec R550,N,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,7pt_(1)(7),,,,,VAS_(0)(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"Fatigue, Sleepiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,Physiological comfort evaluation under different airflow directions in a heating environment,"Tamura, K.; Matsumoto, S.; Tseng, Y. H.; Kobayashi, T.; Miwa, J.; Miyazawa, K.; Matsumoto, S.; Hiramatsu, S.; Otake, H.; Okamoto, T.",Kyushu University,Aichi,Japan,,2022,Upon request,,J,Journal of Physiological Anthropology,Springer Nature,https://doi.org/10.1186/s40101-022-00289-x,,,,,"1, 2, 5",Lab,Seating,NR,NR,Y,Precedence,NR,20,12,8,0,40.00%,,21,2.1,NR,NR,NR,20.61,2.88,NR,NR,20,40,18,30,,EEG,19-channel,NR,NA,NA,NA,CGX,Quick-20,NA,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,7pt_(1)(7),,,,,VAS_(0)(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"Fatigue, Sleepiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,Physiological comfort evaluation under different airflow directions in a heating environment,"Tamura, K.; Matsumoto, S.; Tseng, Y. H.; Kobayashi, T.; Miwa, J.; Miyazawa, K.; Matsumoto, S.; Hiramatsu, S.; Otake, H.; Okamoto, T.",Kyushu University,Aichi,Japan,,2022,Upon request,,J,Journal of Physiological Anthropology,Springer Nature,https://doi.org/10.1186/s40101-022-00289-x,,,,,"1, 2, 5",Lab,Seating,NR,NR,Y,Precedence,NR,20,12,8,0,40.00%,,21,2.1,NR,NR,NR,20.61,2.88,NR,NR,20,40,18,30,,Heart rate,ECG,Chest,NA,NA,NA,CGX,AIM Generation 2,NA,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,7pt_(1)(7),,,,,VAS_(0)(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"Fatigue, Sleepiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,Physiological comfort evaluation under different airflow directions in a heating environment,"Tamura, K.; Matsumoto, S.; Tseng, Y. H.; Kobayashi, T.; Miwa, J.; Miyazawa, K.; Matsumoto, S.; Hiramatsu, S.; Otake, H.; Okamoto, T.",Kyushu University,Aichi,Japan,,2022,Upon request,,J,Journal of Physiological Anthropology,Springer Nature,https://doi.org/10.1186/s40101-022-00289-x,,,,,"1, 2, 5",Lab,Seating,NR,NR,Y,Precedence,NR,20,12,8,0,40.00%,,21,2.1,NR,NR,NR,20.61,2.88,NR,NR,20,40,18,30,,Blood oxygen saturation,Pulse oximeter,Finger,Left,Posterior,,NR,NR,NA,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,7pt_(1)(7),,,,,VAS_(0)(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"Fatigue, Sleepiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,Physiological comfort evaluation under different airflow directions in a heating environment,"Tamura, K.; Matsumoto, S.; Tseng, Y. H.; Kobayashi, T.; Miwa, J.; Miyazawa, K.; Matsumoto, S.; Hiramatsu, S.; Otake, H.; Okamoto, T.",Kyushu University,Aichi,Japan,,2022,Upon request,,J,Journal of Physiological Anthropology,Springer Nature,https://doi.org/10.1186/s40101-022-00289-x,,,,,"1, 2, 5",Lab,Seating,NR,NR,Y,Precedence,NR,20,12,8,0,40.00%,,21,2.1,NR,NR,NR,20.61,2.88,NR,NR,20,40,18,30,,EOG,EOG sensors,"Below left eye, laterally from outer canthus of right eye",NA,NA,,CGX,AIM Generation 2,NA,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,7pt_(1)(7),,,,,VAS_(0)(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"Fatigue, Sleepiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,,Physiological comfort evaluation under different airflow directions in a heating environment,"Tamura, K.; Matsumoto, S.; Tseng, Y. H.; Kobayashi, T.; Miwa, J.; Miyazawa, K.; Matsumoto, S.; Hiramatsu, S.; Otake, H.; Okamoto, T.",Kyushu University,Aichi,Japan,,2022,Upon request,,J,Journal of Physiological Anthropology,Springer Nature,https://doi.org/10.1186/s40101-022-00289-x,,,,,"1, 2, 5",Lab,Seating,NR,NR,Y,Precedence,NR,20,12,8,0,40.00%,,21,2.1,NR,NR,NR,20.61,2.88,NR,NR,20,40,18,30,,Respiration,Respiratory impedance,Chest,NA,NA,,CGX,AIM Generation 2,NA,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,7pt_(1)(7),,,,,VAS_(0)(100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"Fatigue, Sleepiness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Skin temperature,Thermochron,Chest,NR,Anterior,,iButton,DS1992L,Y,4,Ramanathan (1964),,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Skin temperature,Thermochron,Upper arm,NR,NR,,iButton,DS1992L,Y,4,Ramanathan (1964),,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Skin temperature,Thermochron,Thigh,NR,NR,,iButton,DS1992L,Y,4,Ramanathan (1964),,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Skin temperature,Thermochron,Calf,NR,NR,,iButton,DS1992L,Y,4,Ramanathan (1964),,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Skin temperature,Thermochron,Wrist,NR,Posterior,,iButton,DS1992L,Y,4,Ramanathan (1964),,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Skin temperature,Thermochron,Neck,NR,Posterior,,iButton,DS1992L,Y,4,Ramanathan (1964),,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,,Physiological sensing of personal thermal comfort with wearable devices in fan-assisted cooling environments in the tropics,"Cen, C.; Cheng, S.; Wong, N. H.",National University of Singapore,Singapore,Singapore,,2022,Upon request,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2022.109622,,,,,"3, 4, 5, 6, 7",Living Lab,Office,09:00-17:00,Work-hours,Y,Precedence,NR,10,6,4,0,40.00%,,23.2,2.5,23,23.5,NR,21.3,2.7,21.9,20.2,30,180,27.5,28.9,,Heart rate,ECG,Chest,NA,NA,NA,Polar,H10,NA,NA,NA,,1.1,1.1,1.1,1.1,,,,,,,,,,,,3pt_(cool)(warm),3pt_(cooler)(warmer),,,,,,,3pt_(less)(more),,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,,Prediction of individual thermal sensation from exhaled breath temperature using a smart face mask,"Fakir, M. H.; Kim, J. K.",Kookmin University,Seoul,Korea,,2022,NR,,J,Building and Environment,Elsevier,https://doi.org/10.1016/j.buildenv.2021.108507,,,,,"2, 3",Field,Office,NR,NR,NR,NA,NR,17,14,3,0,17.65%,,24.8,2.9,25.5,21.7,NR,24.92,3.63,25,24.46,10,30,18,24,,Heart rate,OHR,Ear,NR,NA,NA,Seeed Studio,Heart rate Ear clip,NA,NA,NA,,0.7,0.7,,,,,,,,,,,,,,7pt_(-3)(+3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
